target,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked__C,Embarked__Q,Embarked__S
0.0,0.0,0.0,0.5224930887944403,0.125,0.0,0.036475462046923104,0.10149723576429932,0.0,0.0,1.0
1.0,1.0,0.0,0.35094853038222756,0.0,0.0,0.0006398751211457119,0.014110457793255232,1.0,0.0,0.0
0.0,1.0,0.0,0.258607690496631,0.0,0.0,0.09728598685294872,0.015712553216570595,0.0,0.0,1.0
0.0,1.0,1.0,0.2209097764540868,0.25,0.0,0.11129150601253628,0.035133658533795915,0.0,0.0,1.0
1.0,1.0,1.0,0.17064589106402786,0.125,0.0,0.0006314896608887621,0.02194233639984837,1.0,0.0,0.0
0.0,1.0,1.0,0.49736114609941084,0.125,0.0,0.0022102138131106673,0.018493968222785748,0.0,0.0,1.0
0.0,0.5,1.0,0.3340035185817194,0.125,0.0,0.0035396317815394097,0.040989268289428574,0.0,0.0,1.0
0.0,1.0,0.0,0.3283488218882624,0.0,0.0,0.11241677027547851,0.01541157472472606,1.0,0.0,0.0
1.0,0.5,1.0,0.03242020624136586,0.125,0.3333333333333333,0.07399942914366714,0.08115719117055249,1.0,0.0,0.0
1.0,1.0,1.0,0.23347574780160152,0.0,0.0,0.10651630891390552,0.015379173426453794,0.0,1.0,0.0
0.0,1.0,0.0,0.35094853038222756,0.0,0.0,0.09728598685294872,0.015712553216570595,0.0,0.0,1.0
0.0,1.0,0.0,0.8806232721986101,0.125,0.0,0.11922769911033493,0.030253983737435375,0.0,1.0,0.0
1.0,1.0,1.0,0.15807991971651314,0.0,0.0,0.004392046068428581,0.015126991868717687,0.0,1.0,0.0
0.0,1.0,0.0,0.2963056045391752,0.25,0.0,0.0006350373556128562,0.04231497681320543,1.0,0.0,0.0
0.0,1.0,1.0,0.2209097764540868,0.125,0.0,0.11241160999224346,0.034743283060928505,0.0,0.0,1.0
0.0,1.0,0.0,0.08268409163142477,0.5,0.16666666666666666,0.9999990324468936,0.07746483739222364,0.0,0.0,1.0
0.0,1.0,0.0,0.258607690496631,0.0,0.0,0.09728598685294872,0.01522458573693454,0.0,0.0,1.0
1.0,0.0,1.0,0.6104548882270434,0.125,0.0,0.0035863968483570144,0.14976542178569888,1.0,0.0,0.0
1.0,0.5,1.0,0.35913546127674884,0.125,0.0,0.0007201820289911162,0.05074861788214966,0.0,0.0,1.0
0.0,0.0,0.0,0.811510429787279,0.0,0.16666666666666666,0.036385157090309796,0.12097533304137884,1.0,0.0,0.0
1.0,0.0,0.0,0.6984166876596465,0.0,0.0,0.006209755837973557,0.06929138210831973,0.0,0.0,1.0
1.0,0.5,1.0,0.258607690496631,0.0,0.0,0.009021465165669281,0.020494634144714287,0.0,0.0,1.0
0.0,1.0,0.0,0.3528524756029915,0.0,0.0,0.0006463254751895195,0.014110457793255232,1.0,0.0,0.0
1.0,0.5,1.0,0.05755214893639531,0.125,0.3333333333333333,0.008278061862120458,0.05416439023960204,0.0,0.0,1.0
0.0,1.0,0.0,0.13294797702148367,0.625,0.3333333333333333,0.9999990324468936,0.09154270215804095,0.0,0.0,1.0
0.0,1.0,0.0,0.2711736618441457,0.0,0.0,0.0006372949795281889,0.014110457793255232,1.0,0.0,0.0
1.0,0.0,1.0,0.4722292034043814,0.0,0.0,0.036405475705547787,0.1561495934835374,0.0,0.0,1.0
0.0,0.0,0.0,0.5601910028369845,0.125,0.0,0.01170094223546695,0.16293233847216143,0.0,0.0,1.0
0.0,1.0,0.0,0.044986177588880585,0.375,0.3333333333333333,0.11171851945023634,0.054457169982804386,0.0,0.0,1.0
0.0,0.0,0.0,0.50274654184747,0.0,0.0,0.03589079120580231,0.05410739641829964,1.0,0.0,0.0
1.0,1.0,0.0,0.07247423991156907,0.125,0.16666666666666666,0.0006347148379106659,0.029757818439881237,1.0,0.0,0.0
1.0,0.5,1.0,0.35913546127674884,0.0,0.0,0.0768257807750423,0.020494634144714287,0.0,0.0,1.0
0.0,1.0,0.0,0.23347574780160152,0.0,0.0,0.09728598685294872,0.01592394113677838,0.0,0.0,1.0
1.0,1.0,1.0,0.20834380510657205,0.5,0.3333333333333333,0.9999945171990628,0.015468569476752568,0.0,0.0,1.0
0.0,1.0,0.0,0.32143754723420465,0.25,0.0,0.1014182715953822,0.01690807391396857,0.0,0.0,1.0
0.0,0.5,0.0,0.396833375319293,0.0,0.0,0.07749386813218712,0.020494634144714287,0.0,0.0,1.0
0.0,1.0,1.0,0.19577783375905733,0.625,0.3333333333333333,0.9999990324468936,0.09154270215804095,0.0,0.0,1.0
0.0,0.5,0.0,0.258607690496631,0.0,0.0,0.08061716987491152,0.143462439013,0.0,0.0,1.0
0.0,1.0,0.0,0.32143754723420465,0.125,0.0,0.0006408426742522831,0.028212717768592382,1.0,0.0,0.0
1.0,1.0,0.0,0.396833375319293,0.0,0.0,0.0002928460735888641,0.11027245257983022,0.0,0.0,1.0
0.0,1.0,0.0,0.3088715758866899,0.0,0.0,0.11205232527200339,0.014931805063008086,0.0,0.0,1.0
0.0,1.0,0.0,0.3283488218882624,0.0,0.0,0.11240225697887994,0.01541157472472606,0.0,0.0,1.0
0.0,1.0,0.0,0.4125408395036864,0.0,0.0,0.12063871405741784,0.015712553216570595,0.0,0.0,1.0
1.0,0.5,0.0,0.005152048207541624,0.0,0.3333333333333333,0.07999890343981257,0.05660422763778231,0.0,0.0,1.0
1.0,1.0,1.0,0.3717014326242636,0.0,0.0,0.11733935796401027,0.0243495779784184,0.0,0.0,1.0
0.0,1.0,0.0,0.2711736618441457,0.0,0.0,0.11129247356564285,0.017566829266897958,0.0,0.0,1.0
1.0,1.0,0.0,0.35913546127674884,0.0,0.0,0.11129634377806913,0.01854276422617007,0.0,0.0,1.0
1.0,1.0,1.0,0.1832118624115426,0.0,0.0,0.10650792345364858,0.015200186804518274,0.0,1.0,0.0
0.0,0.0,0.0,0.3465694899292341,0.0,0.0,0.03624002412432412,0.09193307018511551,0.0,0.0,1.0
1.0,0.5,1.0,0.20834380510657205,0.0,0.0,0.04187360208733457,0.020494634144714287,0.0,0.0,1.0
1.0,1.0,1.0,0.4093993466668078,0.375,0.0,0.9999935496459563,0.030937138953505135,0.0,0.0,1.0
0.0,1.0,0.0,0.19577783375905733,0.125,0.5,0.09728598685294872,0.06709552844995748,0.0,0.0,1.0
0.0,1.0,0.0,0.35094853038222756,0.0,0.0,0.09728598685294872,0.015712553216570595,0.0,0.0,1.0
1.0,0.0,1.0,0.28373963319166046,0.375,0.3333333333333333,0.006210723391080128,0.5133417885771292,0.0,0.0,1.0
0.0,1.0,0.0,0.2963056045391752,0.0,0.0,0.11048875945178442,0.015712553216570595,0.0,0.0,1.0
0.0,1.0,0.0,0.35913546127674884,0.0,0.0,0.11048908196948662,0.015712553216570595,0.0,0.0,1.0
0.0,1.0,0.0,0.24604171914911624,0.0,0.0,0.11184043114166431,0.015330376492345367,0.0,0.0,1.0
0.0,0.0,0.0,0.5727569741844992,0.125,0.0,0.003567045786225592,0.11940564077778394,0.0,0.0,1.0
0.0,1.0,0.0,0.32143754723420465,0.125,0.3333333333333333,0.09728598685294872,0.040159725063205844,0.0,0.0,1.0
0.0,1.0,0.0,0.7361146017021907,0.0,0.0,0.11733419768077522,0.014151056909445578,0.0,0.0,1.0
0.0,1.0,0.0,0.4125408395036864,0.0,0.0,0.12069160696057707,0.015712553216570595,0.0,0.0,1.0
0.0,0.0,0.0,0.8869062578723674,0.0,0.0,0.03647304316415667,0.06764049347379236,1.0,0.0,0.0
1.0,0.0,0.0,0.28373963319166046,0.0,0.16666666666666666,0.036015229285897433,0.12366715840668134,1.0,0.0,0.0
1.0,0.5,1.0,0.42196531801432247,0.0,0.16666666666666666,0.07457447820667258,0.044893008126517,0.0,0.0,1.0
0.0,0.5,0.0,0.42196531801432247,0.125,0.0,0.07858917856353842,0.05074861788214966,0.0,0.0,1.0
0.0,1.0,1.0,0.3465694899292341,0.0,0.0,0.11241419013386099,0.01541157472472606,0.0,0.0,1.0
0.0,1.0,0.0,0.3283488218882624,0.0,0.0,0.11240451460279527,0.01541157472472606,0.0,0.0,1.0
0.0,0.0,0.0,0.258607690496631,0.0,0.16666666666666666,0.011155242283360829,0.1508551433511691,0.0,0.0,1.0
0.0,1.0,0.0,0.4093993466668078,0.0,0.0,0.002208278706897525,0.01689187186874628,0.0,0.0,1.0
0.0,1.0,0.0,0.45966323205686666,0.25,0.0,0.9999929046105519,0.015468569476752568,0.0,0.0,1.0
0.0,1.0,0.0,0.3465694899292341,0.0,0.0,0.11240193446117776,0.01541157472472606,0.0,0.0,1.0
1.0,1.0,1.0,0.258607690496631,0.0,0.0,0.11043876920794492,0.014931805063008086,0.0,0.0,1.0
1.0,1.0,0.0,0.35094853038222756,0.0,0.0,0.10072163335865099,0.015175788802826114,0.0,0.0,1.0
0.0,1.0,0.0,0.4722292034043814,0.0,0.0,0.11241548020466975,0.01541157472472606,0.0,0.0,1.0
1.0,1.0,1.0,0.2711736618441457,0.125,0.0,0.11946603969225363,0.04713765778826357,0.0,1.0,0.0
0.0,0.0,0.0,0.5853229455320139,0.0,0.0,0.035403413204842284,0.10149723576429932,0.0,0.0,1.0
0.0,1.0,1.0,0.17692887673778523,0.125,0.0,0.0006360049087194274,0.028212717768592382,1.0,0.0,0.0
0.0,1.0,0.0,0.2711736618441457,0.0,0.0,0.10448799508483023,0.015712553216570595,0.0,0.0,1.0
0.0,1.0,1.0,0.24604171914911624,0.125,0.0,0.001110428448641475,0.019177121577407297,0.0,0.0,1.0
0.0,1.0,1.0,0.20834380510657205,0.0,0.0,0.0006237492360361929,0.028220720134448384,1.0,0.0,0.0
0.0,1.0,0.0,0.258607690496631,0.0,0.0,0.09728598685294872,0.015468569476752568,0.0,0.0,1.0
0.0,1.0,0.0,0.8806232721986101,0.0,0.0,0.11922705407493055,0.015126991868717687,0.0,1.0,0.0
0.0,0.5,0.0,0.35913546127674884,0.125,0.0,0.0035396317815394097,0.040989268289428574,0.0,0.0,1.0
0.0,0.0,0.0,0.2963056045391752,0.0,0.16666666666666666,0.03638322198409665,0.4831283993022637,1.0,0.0,0.0
0.0,1.0,1.0,0.01985423489385113,0.5,0.3333333333333333,0.11171658434402319,0.061044730957891126,0.0,0.0,1.0
0.0,0.5,0.0,0.258607690496631,0.25,0.0,0.07100291717261632,0.143462439013,0.0,0.0,1.0
0.0,1.0,0.0,0.35094853038222756,0.0,0.0,0.09728598685294872,0.015712553216570595,0.0,0.0,1.0
0.0,0.5,0.0,0.40311636099305037,0.125,0.0,0.07645056368031401,0.058694291471457834,1.0,0.0,0.0
1.0,0.5,1.0,0.40311636099305037,0.0,0.0,0.008570585418007133,0.02537430894107483,0.0,0.0,1.0
0.0,0.0,0.0,0.6732847449646171,0.0,0.16666666666666666,0.011155242283360829,0.1508551433511691,0.0,0.0,1.0
1.0,1.0,0.0,0.14551394836899842,0.125,0.0,0.0006314896608887621,0.02194233639984837,1.0,0.0,0.0
0.0,1.0,0.0,0.8806232721986101,0.0,0.0,0.11922802162803713,0.015126991868717687,0.0,1.0,0.0
1.0,1.0,0.0,0.2963056045391752,0.0,0.0,0.10295621191817259,0.013939668989237791,0.0,0.0,1.0
1.0,1.0,1.0,0.30757164037800927,0.125,0.16666666666666666,0.0006369724618259985,0.04364049174636842,1.0,0.0,0.0
0.0,1.0,0.0,0.5601910028369845,0.0,0.0,0.1117098114722772,0.013614292495701097,0.0,0.0,1.0
0.0,1.0,0.0,0.4093993466668078,0.0,0.0,0.11241290006305223,0.01541157472472606,1.0,0.0,0.0
0.0,1.0,0.0,0.24604171914911624,0.0,0.0,0.10295621191817259,0.013760683298026377,0.0,0.0,1.0
0.0,1.0,1.0,0.5853229455320139,0.125,0.0,0.13351550566565057,0.028302113818891157,0.0,0.0,1.0
1.0,0.5,1.0,0.35913546127674884,0.125,0.0,0.0734440536604953,0.05074861788214966,0.0,0.0,1.0
0.0,0.5,0.0,0.3088715758866899,0.0,0.0,0.07785112905384596,0.02537430894107483,0.0,0.0,1.0
0.0,0.5,0.0,0.28373963319166046,0.0,0.0,0.08061716987491152,0.029367444828462038,1.0,0.0,0.0
1.0,0.0,1.0,0.23347574780160152,0.0,0.3333333333333333,0.0035667232685234014,0.05130158341039232,0.0,0.0,1.0
0.0,0.0,0.0,0.45966323205686666,0.125,0.0,0.03647997729475377,0.10364428969638081,0.0,0.0,1.0
0.0,1.0,0.0,0.19577783375905733,0.0,0.0,0.002206343600684383,0.0179897986979274,0.0,0.0,1.0
0.0,0.0,0.0,0.2963056045391752,0.0,0.0,0.004152092897998939,0.15458809159206777,1.0,0.0,0.0
0.0,1.0,1.0,0.2925358227219961,0.0,0.3333333333333333,0.0006401976388479023,0.029757818439881237,1.0,0.0,0.0
1.0,1.0,1.0,0.2711736618441457,0.0,0.0,0.11171626182632101,0.015126991868717687,0.0,0.0,1.0
1.0,1.0,1.0,0.2963056045391752,0.125,0.0,0.09728598685294872,0.030937138953505135,0.0,0.0,1.0
0.0,1.0,0.0,0.23347574780160152,0.0,0.0,0.11756705546175668,0.013175121950173469,0.0,1.0,0.0
0.0,0.5,0.0,0.2209097764540868,0.0,0.0,0.07458286366692952,0.0224465040632585,0.0,0.0,1.0
0.0,0.5,0.0,0.23347574780160152,0.125,0.16666666666666666,0.0007143767103516894,0.0717312195065,0.0,0.0,1.0
1.0,1.0,0.0,0.3340035185817194,0.0,0.0,0.11267155926020891,0.01521638791901646,0.0,0.0,1.0
0.0,1.0,1.0,0.10781603432645424,0.25,0.3333333333333333,0.11171851945023634,0.06709552844995748,0.0,0.0,1.0
0.0,0.5,0.0,0.4533802463831093,0.0,0.3333333333333333,0.07398136815234448,0.05074861788214966,0.0,0.0,1.0
0.0,0.5,0.0,0.5224930887944403,0.0,0.0,0.07857079505451357,0.02537430894107483,0.0,0.0,1.0
0.0,0.5,0.0,0.6355868309220729,0.0,0.0,0.05966023601424771,0.02444716998518704,0.0,0.0,1.0
1.0,0.0,1.0,0.2711736618441457,0.125,0.0,0.036471269316794626,0.12999453359672775,0.0,0.0,1.0
0.0,1.0,0.0,0.6921337019858892,0.0,0.0,0.13351550566565057,0.015712553216570595,0.0,0.0,1.0
0.0,1.0,0.0,0.5036441317731682,0.0,0.3333333333333333,0.13351550566565057,0.028302113818891157,0.0,0.0,1.0
0.0,1.0,0.0,0.35094853038222756,0.0,0.0,0.10295621191817259,0.014273048779354591,0.0,0.0,1.0
0.0,0.0,0.0,0.6355868309220729,0.0,0.16666666666666666,0.0038028062265267584,0.11980421406856943,1.0,0.0,0.0
1.0,1.0,1.0,0.19577783375905733,0.0,0.0,0.011339077373609346,0.015094396049107447,0.0,1.0,0.0
0.0,1.0,0.0,0.3717014326242636,0.0,0.0,0.09728598685294872,0.015712553216570595,0.0,0.0,1.0
0.0,1.0,0.0,0.31888508430424073,0.0,0.0,0.1013815045773325,0.01690807391396857,0.0,0.0,1.0
0.0,1.0,0.0,0.10467454148957556,1.0,0.3333333333333333,0.9999990324468936,0.13575255879138462,0.0,0.0,1.0
0.0,1.0,0.0,0.5476250314894697,0.0,0.16666666666666666,0.1195473141532056,0.03142510643314119,0.0,0.0,1.0
1.0,0.5,1.0,0.49736114609941084,0.0,0.0,0.05966023601424771,0.030741951217071427,0.0,0.0,1.0
0.0,1.0,0.0,0.32143754723420465,0.0,0.0,0.11171206909619254,0.015175788802826114,0.0,0.0,1.0
0.0,1.0,0.0,0.20834380510657205,0.0,0.0,0.10139956556865516,0.01690807391396857,0.0,0.0,1.0
0.0,1.0,0.0,0.007288263546336399,0.5,0.16666666666666666,0.9999990324468936,0.07746483739222364,0.0,0.0,1.0
1.0,1.0,0.0,0.10781603432645424,0.0,0.3333333333333333,0.11694427377882705,0.04006212933354078,0.0,0.0,1.0
1.0,0.0,1.0,0.2711736618441457,0.0,0.16666666666666666,0.03638386701950103,0.10735284551993197,0.0,0.0,1.0
0.0,1.0,1.0,0.5601910028369845,0.125,0.6666666666666666,0.11171851945023634,0.054457169982804386,0.0,0.0,1.0
0.0,0.0,0.0,0.50274654184747,0.0,0.0,0.03589079120580231,0.050602226149100274,0.0,0.0,1.0
0.0,1.0,0.0,0.3465694899292341,0.0,0.0,0.0002928460735888641,0.11027245257983022,0.0,0.0,1.0
0.0,0.0,0.0,0.7612465443972202,0.0,0.0,0.035653364424039824,0.0653876422712313,0.0,0.0,1.0
0.0,1.0,0.0,0.044986177588880585,0.5,0.16666666666666666,0.12318853901093497,0.056848211377600336,0.0,1.0,0.0
1.0,1.0,1.0,0.007288263546336399,0.125,0.16666666666666666,0.11192944602746885,0.0217307530275785,0.0,0.0,1.0
0.0,1.0,0.0,0.258607690496631,0.0,0.0,0.09728598685294872,0.015468569476752568,0.0,0.0,1.0
0.0,0.0,0.0,0.6984166876596465,0.0,0.0,0.0055056996940919594,0.05991421017054797,1.0,0.0,0.0
0.0,1.0,0.0,0.2209097764540868,0.125,0.16666666666666666,0.11278798815069964,0.015330376492345367,0.0,0.0,1.0
0.0,1.0,0.0,0.007288263546336399,0.375,0.16666666666666666,0.0011094608955349039,0.049707684874270935,0.0,0.0,1.0
0.0,0.0,1.0,0.6230208595745581,0.0,0.0,0.0055056996940919594,0.056043064291621564,1.0,0.0,0.0
0.0,0.5,0.0,0.3717014326242636,0.0,0.0,0.08061652483950714,0.02537430894107483,0.0,0.0,1.0
0.0,1.0,0.0,0.44709726070935196,0.0,0.0,0.0006418102273588542,0.0,0.0,0.0,1.0
0.0,1.0,1.0,0.19577783375905733,1.0,0.3333333333333333,0.9999990324468936,0.13575255879138462,0.0,0.0,1.0
0.0,0.5,0.0,0.28373963319166046,0.0,0.0,0.08061716987491152,0.029375642646380117,1.0,0.0,0.0
0.0,1.0,0.0,0.10781603432645424,0.5,0.3333333333333333,0.11171497175551225,0.0612643185574652,0.0,0.0,1.0
1.0,0.5,0.0,0.007288263546336399,0.25,0.16666666666666666,0.07399942914366714,0.07612292682322448,0.0,0.0,1.0
1.0,1.0,1.0,0.044986177588880585,0.0,0.3333333333333333,0.10141891663078659,0.04298993421135711,0.0,0.0,1.0
0.0,0.0,0.0,0.8869062578723674,0.0,0.0,0.03646836665747492,0.09759349592721088,0.0,0.0,1.0
1.0,1.0,1.0,0.2711736618441457,0.125,0.0,0.1192257640041218,0.030253983737435375,0.0,1.0,0.0
1.0,0.0,0.0,0.5601910028369845,0.0,0.0,0.03571399775205162,0.05182214484819041,0.0,0.0,1.0
0.0,1.0,0.0,0.49736114609941084,0.125,0.16666666666666666,0.11744675635883967,0.030253983737435375,0.0,1.0,0.0
0.0,1.0,0.0,0.44709726070935196,0.0,0.0,0.11241483516926537,0.01541157472472606,0.0,0.0,1.0
1.0,0.5,1.0,0.396833375319293,0.0,0.0,0.07544043823705375,0.02537430894107483,0.0,0.0,1.0
0.0,0.5,0.0,0.23347574780160152,0.0,0.0,0.0089437383994414,0.02537430894107483,0.0,0.0,1.0
1.0,1.0,1.0,0.23347574780160152,0.125,0.0,0.11267252681331548,0.015330376492345367,0.0,0.0,1.0
1.0,0.5,0.0,0.03242020624136586,0.125,0.16666666666666666,0.07398136815234448,0.05074861788214966,0.0,0.0,1.0
1.0,0.0,1.0,0.5476250314894697,0.0,0.0,0.03589079120580231,0.05410739641829964,1.0,0.0,0.0
1.0,0.0,1.0,0.723548630354676,0.0,0.0,0.005248330567744037,0.28598953752929773,1.0,0.0,0.0
0.0,1.0,0.0,0.49526680156303293,0.0,0.0,0.11868973958308138,0.015126991868717687,0.0,1.0,0.0
0.0,1.0,0.0,0.5224930887944403,0.0,0.16666666666666666,0.001253303790711813,0.016403904389110224,0.0,0.0,1.0
1.0,1.0,1.0,0.2711736618441457,0.0,0.0,0.11922737659263274,0.015126991868717687,0.0,1.0,0.0
0.0,0.5,1.0,0.2963056045391752,0.0,0.0,0.08000180609913228,0.02537430894107483,0.0,0.0,1.0
0.0,1.0,0.0,0.3465694899292341,0.0,0.0,0.11129344111874942,0.01854276422617007,0.0,0.0,1.0
0.0,1.0,0.0,0.10467454148957556,1.0,0.3333333333333333,0.9999990324468936,0.13575255879138462,0.0,0.0,1.0
0.0,1.0,0.0,0.42196531801432247,0.0,0.0,0.9999890343981256,0.012678956652619335,0.0,0.0,1.0
0.0,1.0,0.0,0.5664739885107418,0.0,0.0,0.0006240717537383834,0.014102259975337152,1.0,0.0,0.0
1.0,1.0,0.0,0.2209097764540868,0.0,0.0,0.09728598685294872,0.015712553216570595,0.0,0.0,1.0
0.0,1.0,1.0,0.01985423489385113,0.0,0.16666666666666666,0.11170755384836187,0.020421438278189593,0.0,0.0,1.0
0.0,1.0,0.0,0.396833375319293,0.125,0.0,0.9999935496459563,0.030937138953505135,0.0,0.0,1.0
1.0,1.0,0.0,0.32143754723420465,0.0,0.0,0.0006469705105939002,0.036670756839228776,1.0,0.0,0.0
1.0,1.0,1.0,0.19577783375905733,0.0,0.0,0.11821499352545714,0.015126991868717687,0.0,1.0,0.0
1.0,0.0,0.0,0.49736114609941084,0.0,0.0,0.03598781528121125,0.06050796747487075,1.0,0.0,0.0
0.0,1.0,0.0,0.2963056045391752,0.0,0.0,0.10295621191817259,0.013760683298026377,0.0,0.0,1.0
1.0,0.5,1.0,0.4345312893618372,0.0,0.0,0.05966023601424771,0.040989268289428574,0.0,0.0,1.0
0.0,1.0,0.0,0.2711736618441457,0.0,0.0,0.10295621191817259,0.014151056909445578,0.0,0.0,1.0
0.0,0.5,0.0,0.3717014326242636,0.0,0.0,0.08061426721559181,0.02537430894107483,0.0,0.0,1.0
0.0,1.0,0.0,0.49526680156303293,0.125,0.0,0.11821434849005276,0.015126991868717687,0.0,1.0,0.0
1.0,0.0,1.0,0.3842674039717783,0.125,0.0,0.011152662141743307,0.22109806800141338,1.0,0.0,0.0
1.0,1.0,1.0,0.3340035185817194,0.0,0.0,0.09728598685294872,0.015468569476752568,0.0,0.0,1.0
0.0,0.5,0.0,0.5224930887944403,0.125,0.0,0.07842146935839941,0.052700487800693877,0.0,0.0,1.0
1.0,0.0,1.0,0.396833375319293,0.0,0.0,0.0035863968483570144,0.14891147869633578,1.0,0.0,0.0
0.0,0.5,0.0,0.3717014326242636,0.0,0.0,0.0640798166809381,0.020494634144714287,0.0,0.0,1.0
1.0,1.0,0.0,0.19577783375905733,0.0,0.0,0.09728598685294872,0.015712553216570595,0.0,0.0,1.0
0.0,0.5,0.0,0.3340035185817194,0.0,0.0,0.07084875371096933,0.02537430894107483,0.0,0.0,1.0
0.0,1.0,0.0,0.6355868309220729,0.0,0.0,0.006691274767343793,0.015712553216570595,0.0,0.0,1.0
0.0,1.0,0.0,0.3283488218882624,0.0,0.0,0.1124106424391369,0.01541157472472606,0.0,0.0,1.0
1.0,0.0,0.0,0.4722292034043814,0.125,0.0,0.006208465767164795,0.1756682926689796,0.0,0.0,1.0
0.0,1.0,0.0,0.2711736618441457,0.0,0.0,0.09728598685294872,0.018249984482967718,0.0,0.0,1.0
1.0,0.5,0.0,0.23347574780160152,0.0,0.0,0.009021465165669281,0.020494634144714287,0.0,0.0,1.0
0.0,1.0,0.0,0.2523247048228736,0.0,0.0,0.10295621191817259,0.014151056909445578,0.0,0.0,1.0
0.0,0.5,0.0,0.2209097764540868,0.0,0.0,0.07594582347638607,0.02537430894107483,0.0,0.0,1.0
0.0,1.0,1.0,0.044986177588880585,0.375,0.16666666666666666,0.0011094608955349039,0.049707684874270935,0.0,0.0,1.0
